Number,uid,name,Staff,HWP,Location,HWP.1,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,TimeSamp,WQO,WQC,WQM,WQS,created,access,login,Latest,ActivePeriod,Years,Blog,Comment,Footprint,Forum,Invite,InviteAccepted,Pres,Quiz,Sample,Share,PCA1_Difficulty,Uploaded,Sample_bi,Super_user
3872,20680,Jpiera,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/02/2017,31/12/1969,31/12/1969,14/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3873,20684,nicolas.luque@altran.com,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/02/2017,15/02/2017,15/02/2017,15/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3874,20691,Rhys_Bloedon,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/02/2017,31/12/1969,31/12/1969,20/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3875,20692,RhysBloedon,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/02/2017,31/12/1969,31/12/1969,20/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3876,20697,Alejandro Moreno Oscanoa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/02/2017,23/02/2017,23/02/2017,23/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3877,20701,christophe mori,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/02/2017,31/12/1969,31/12/1969,27/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3878,20702,christophemori,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/02/2017,31/12/1969,31/12/1969,27/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3879,20708,MatiasP33,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/03/2017,31/12/1969,31/12/1969,01/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3880,20729,Zahraa_M,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/03/2017,31/12/1969,31/12/1969,01/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3881,20818,javier.peralta,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/03/2017,02/03/2017,02/03/2017,02/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3882,20827,Will,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/03/2017,31/12/1969,31/12/1969,06/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3883,20839,Madan-Kumar.Muthu,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/03/2017,08/03/2017,08/03/2017,08/03/2017,0,0,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
3884,20850,Vasavi.Kakarlapudi,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/03/2017,31/12/1969,31/12/1969,08/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3885,20854,ihynikex,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/03/2017,31/12/1969,31/12/1969,09/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3886,20887,dwilliams,0,0,HSBC,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/03/2017,15/03/2017,31/12/1969,15/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3887,20893,dsdsdsds,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/03/2017,31/12/1969,31/12/1969,15/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3888,20910,Sebastian,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3889,20911,testsasasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3890,20912,teewrestsasasasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3891,20913,teewraaaaestsasasasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3892,20914,aestasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3893,20915,aes44asa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/03/2017,31/12/1969,31/12/1969,20/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3894,20917,sebasasasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/03/2017,31/12/1969,31/12/1969,21/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3895,20923,asasaasasa,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/03/2017,31/12/1969,31/12/1969,21/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3896,20924,Jo Thomas,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/03/2017,21/03/2017,21/03/2017,21/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3897,20925,PY,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/03/2017,22/03/2017,22/03/2017,22/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3898,20936,N M Lunn,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/03/2017,24/03/2017,24/03/2017,24/03/2017,0,0,0,0,1,0,0,0,0,1,1,0,-0.7625,01-Oct,1,0
3899,20937,william brooks,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/03/2017,24/03/2017,24/03/2017,24/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3900,20940,MS JUDY C WEEKS,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/03/2017,26/03/2017,26/03/2017,26/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3901,21300,test,0,0,Shell Netherlands,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/04/2017,03/04/2017,31/12/1969,03/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
3902,21302,Testingtons,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/04/2017,31/12/1969,31/12/1969,03/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3903,21305,test_1,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/04/2017,31/12/1969,31/12/1969,04/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3904,21314,thomasakvo,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/04/2017,31/12/1969,31/12/1969,04/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
3905,21325,vvxcasdada,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/04/2017,31/12/1969,31/12/1969,05/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3906,21331,waterblitz,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/04/2017,05/04/2017,05/04/2017,05/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3907,21343,michellebolden,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/04/2017,31/12/1969,31/12/1969,07/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3908,21360,klayton,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/04/2017,10/04/2017,10/04/2017,10/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3909,21365,venezonano,0,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/04/2017,31/12/1969,31/12/1969,10/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
3910,21386,estherdiaz.db,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/04/2017,31/12/1969,31/12/1969,18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3911,21387,derekmcrae1967,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/04/2017,31/12/1969,31/12/1969,18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3912,21388,sueholden,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/04/2017,18/04/2017,18/04/2017,18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3913,21395,herjenkins,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/04/2017,31/12/1969,31/12/1969,18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3914,21396,prattjhox,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/04/2017,31/12/1969,31/12/1969,18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3915,21430,Jero.Ighorodje,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/04/2017,31/12/1969,31/12/1969,19/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3916,21440,naomi.eckersley1,0,0,Lincolnshire Rivers Trust,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/04/2017,19/04/2017,19/04/2017,19/04/2017,0,0,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
3917,21449,nicola.leyland,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,31/12/1969,31/12/1969,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3918,21453,chris.brown,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,20/04/2017,20/04/2017,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3919,21454,rod.payne,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,20/04/2017,20/04/2017,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3920,21457,ashsmith43,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,31/12/1969,31/12/1969,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3921,21463,sue.frearson,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,31/12/1969,31/12/1969,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3922,21465,dowleykay,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/04/2017,31/12/1969,31/12/1969,20/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3923,21467,helenmudie121,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,21/04/2017,21/04/2017,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3924,21468,annrap,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,31/12/1969,31/12/1969,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3925,21473,sophieharriswatkins,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,31/12/1969,31/12/1969,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3926,21474,librarianmilne,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,21/04/2017,21/04/2017,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3927,21477,laura.ashford,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,31/12/1969,31/12/1969,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3928,21481,kfroese,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/04/2017,31/12/1969,31/12/1969,21/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3929,21485,richard-pam,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/04/2017,31/12/1969,31/12/1969,22/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3930,21486,Sandgrounder,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/04/2017,22/04/2017,22/04/2017,22/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3931,21494,tom.crocker,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,31/12/1969,31/12/1969,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3932,21496,freckle_jef,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,31/12/1969,31/12/1969,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3933,21498,kristen.mierz,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,24/04/2017,24/04/2017,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3934,21500,celia.willoughby,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,31/12/1969,31/12/1969,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3935,21501,alexandra.brandon,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,31/12/1969,31/12/1969,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3936,21506,noel.banks,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,24/04/2017,24/04/2017,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3937,21510,rebecca.willcox,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,24/04/2017,24/04/2017,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3938,21515,phillips.hilary,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/04/2017,31/12/1969,31/12/1969,24/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3939,21520,mcfarlane_wendy,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3940,21522,annette-orchard,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3941,21529,stauntonlamb,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,25/04/2017,25/04/2017,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3942,21531,samuel.hyman2,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3943,21535,janetdaniel125,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3944,21537,chloej,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3945,21538,rosie.mackenzie,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3946,21544,H-t-b-1981,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3947,21546,behappynpeace,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA,NA,25/04/2017,31/12/1969,31/12/1969,25/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,1.5018,0,0,0
3948,21551,lizzie.rhymes,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/04/2017,31/12/1969,31/12/1969,26/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3949,21552,cat.robinson,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/04/2017,26/04/2017,26/04/2017,26/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3950,21559,john.hekman,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/04/2017,31/12/1969,31/12/1969,26/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3951,21560,john.hekman_1,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/04/2017,31/12/1969,31/12/1969,26/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3952,21571,james.aylward,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2017,31/12/1969,31/12/1969,28/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3953,21574,hastor,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/04/2017,31/12/1969,31/12/1969,28/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3954,21588,Stella,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/05/2017,31/12/1969,31/12/1969,01/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3955,21599,Jackie,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/05/2017,31/12/1969,31/12/1969,01/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3956,21608,ksmith,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,03/05/2017,03/05/2017,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3957,21614,jane.banham,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,31/12/1969,31/12/1969,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3958,21615,laurataracooke,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,31/12/1969,31/12/1969,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3959,21616,Melanie.jones,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,31/12/1969,31/12/1969,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3960,21617,Dana.hadri,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,31/12/1969,31/12/1969,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3961,21618,shaira.ecoactive,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2017,31/12/1969,31/12/1969,03/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3962,21625,Davide,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/05/2017,04/05/2017,04/05/2017,04/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3963,21659,harriet.a,0,0,Bristol Avon Water Blitz,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/05/2017,06/05/2017,06/05/2017,06/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3964,21663,claire,0,0,Bristol Avon Water Blitz,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2017,08/05/2017,08/05/2017,08/05/2017,0,0,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
3965,21664,andy.Malmesbury,0,0,Bristol Avon Water Blitz,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2017,08/05/2017,08/05/2017,08/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
3966,21665,geeforce1000,0,0,NULL,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2017,31/12/1969,31/12/1969,08/05/2017,0,0,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
3967,21666,claudiab,0,0,Thames Water Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,08/05/2017,08/05/2017,08/05/2017,08/05/2017,0,0,0,0,0,0,0,0,0,0,1,0,-1.0279,01-Oct,1,0
